employer_key,employer,fiscal_year,approvals,denials,state,city
sonicwall,SONICWALL INC,2021;2022;2023,30,0,CA,MILPITAS
sophlogic global,SOPHLOGIC GLOBAL LLC,2021;2022;2023,30,1,CA,IRVINE
stellar,STELLAR GROUP INC,2021;2022;2023,30,0,FL,JACKSONVILLE
sullivan cromwell,SULLIVAN CROMWELL LLP,2021;2022,30,0,NY,NEW YORK
swarn inc dba tech observer,SWARN INC DBA TECH OBSERVER,2021;2022;2023,30,3,NJ,PARAMUS
synersys,SYNERSYS TECHNOLOGIES INC,2021;2022;2023,30,1,NC,CHARLOTTE
syntain,SYNTAIN TECHNOLOGIES LLC,2021;2022;2023,30,2,TX,DALLAS
tecspirit,TECSPIRIT CORP,2021;2022;2023,30,0,TX,LEANDER
tekhqs,TEKHQS INC,2021;2022;2023,30,4,CA,IRVINE
tekreant,TEKREANT INC,2021;2022;2023,30,0,TX,IRVING
tekshapers,TEKSHAPERS INC,2021;2022;2023,30,1,MI,TROY
tetra,TETRA SYSTEMS LLC,2021;2022;2023,30,1,WA,BOTHELL
thryv,THRYV INC,2021;2022;2023,30,0,TX,DALLAS
thundersoft,THUNDERSOFT AMERICA CORPORATION,2021;2022;2023,30,2,CA,MILPITAS
trc engineers,TRC ENGINEERS INC,2021;2022;2023,30,3,CT,WINDSOR
tribolatech,TRIBOLATECH INC,2021;2022;2023,30,5,CA,DANVILLE
unified business,UNIFIED BUSINESS TECHNOLOGIES INC,2021;2022;2023,30,3,MI,TROY
unique tech,UNIQUE TECH INC,2021;2022;2023,30,1,MI,FARMINGTN HLS
valuepro,VALUEPRO INC,2021;2022;2023,30,0,AR,LITTLE ROCK
vehma international of,VEHMA INTERNATIONAL OF AMERICA INC,2021;2022;2023,30,0,MI,TROY
verition,VERITION GROUP LLC,2021;2022;2023,30,0,CT,GREENWICH
veterans united home loans,VETERANS UNITED HOME LOANS,2021;2022;2023,30,0,MO,COLUMBIA
virginia dept of transportation,VIRGINIA DEPT OF TRANSPORTATION,2021;2022,30,0,VA,RICHMOND
wisk aero,WISK AERO LLC,2021;2022;2023,30,0,CA,MOUNTAIN VIEW
wolfram research,WOLFRAM RESEARCH INC,2021;2022;2023,30,3,IL,CHAMPAIGN
world wildlife fund,WORLD WILDLIFE FUND US,2021;2022;2023,30,1,DC,WASHINGTON
wsu prosser iarec,WSU PROSSER IAREC,2021,30,0,WA,PULLMAN
yardi,YARDI SYSTEMS INC,2021;2022;2023,30,1,CA,GOLETA
adventist health system sunbelt healthcare corp d b a adventhealth,ADVENTIST HEALTH SYSTEM SUNBELT HEALTHCARE CORP D/B/A ADVENTHEALTH,2022,30,1,FL,ALTAMONTE SPG
alnylam,ALNYLAM US INC,2022;2023,30,0,MA,CAMBRIDGE
alsac st jude childrens research hospital,ALSAC/ST JUDE CHILDRENS RESEARCH HOSPITAL,2022;2023,30,0,TN,MEMPHIS
arrowstreet capital limited partnership,ARROWSTREET CAPITAL LIMITED PARTNERSHIP,2022;2023,30,2,MA,BOSTON
cleary gottlieb steen hamilton,CLEARY GOTTLIEB STEEN HAMILTON LLP,2022;2023,30,0,NY,NEW YORK
creospan,CREOSPAN INC,2022,30,1,IL,SCHAUMBURG
digital intelligent,DIGITAL INTELLIGENT SYSTEMS CORP,2022,30,6,VA,GLEN ALLEN
envisn,ENVISN INC,2022;2023,30,0,TX,CEDAR PARK
hms a gainwell,HMS A GAINWELL TECHNOLOGIES COMPANY,2022,30,0,TX,IRVING
hulu llc indirect subsidiary of th,HULU LLC INDIRECT SUBSIDIARY OF TH,2022,30,0,CA,SANTA MONICA
iowa physicians clinic medical foundation d b a unitypoint clinic,IOWA PHYSICIANS CLINIC MEDICAL FOUNDATION D/B/A UNITYPOINT CLINIC,2022;2023,30,0,IA,WEST DES MOINES
lexisnexis risk data management,LEXISNEXIS RISK DATA MANAGEMENT INC,2022;2023,30,0,GA,ALPHARETTA
london stock exchange,LONDON STOCK EXCHANGE GROUP HOLDINGS INC,2022;2023,30,0,NY,NEW YORK
los angeles unified school district,LOS ANGELES UNIFIED SCHOOL DISTRICT,2022;2023,30,2,CA,LOS ANGELES
most group inc dba simplify healthcare,MOST GROUP INC DBA SIMPLIFY HEALTHCARE TECHNOLOGY,2022,30,0,IL,AURORA
naztec,NAZTEC INTERNATIONAL GROUP LLC,2022;2023,30,1,FL,WEST PALM BCH
thought circuits,THOUGHT CIRCUITS SERVICES LLC,2022;2023,30,0,TX,IRVING
transnational software,TRANSNATIONAL SOFTWARE SERVICES INC,2022;2023,30,1,TX,COPPELL
wsu vmp,WSU VMP,2023,30,1,,
acadian asset management,ACADIAN ASSET MANAGEMENT LLC,2021;2022,29,1,MA,BOSTON
acco brands,ACCO BRANDS USA LLC,2021;2022;2023,29,0,IL,LAKE ZURICH
advent software,ADVENT SOFTWARE INC,2021;2022;2023,29,0,CA,SAN FRANCISCO
aegis therapies,AEGIS THERAPIES INC,2021;2022;2023,29,0,AR,FORT SMITH
aim big inc dba axiom tech grp,AIM BIG INC DBA AXIOM TECH GRP INC,2021,29,0,IL,WESTMONT
aisera,AISERA INC,2021;2022;2023,29,0,CA,PALO ALTO
atlas,ATLAS SYSTEMS INC,2021;2022;2023,29,0,NJ,PRINCETON
axiom software,AXIOM SOFTWARE LABORATORIES INC,2021;2022,29,0,NY,NEW YORK
bdsn,BDSN INTERNATIONAL INC,2021;2022;2023,29,9,NJ,MAHWAH
belcher pharmaceuticals,BELCHER PHARMACEUTICALS LLC,2021;2022;2023,29,0,FL,LARGO
beyond meat,BEYOND MEAT INC,2021;2022;2023,29,0,CA,EL SEGUNDO
blst operating,BLST OPERATING COMPANY LLC,2021;2022;2023,29,0,MN,EDEN PRAIRIE
blue cross blue shield of nebraska,BLUE CROSS BLUE SHIELD OF NEBRASKA,2021;2022;2023,29,1,NE,OMAHA
c2s,C2S TECHNOLOGIES INC,2021;2022;2023,29,0,WA,BELLEVUE
c9xperts,C9XPERTS CORPORATION,2021;2022;2023,29,1,CA,BRENTWOOD
ch2m hill,CH2M HILL INC,2021;2022;2023,29,0,TX,DALLAS
chicos fas,CHICOS FAS INC,2021;2022;2023,29,0,FL,FORT MYERS
citadel information,CITADEL INFORMATION SERVICES,2021;2022;2023,29,1,NJ,ISELIN
cocosoft,COCOSOFT INC,2021;2022,29,8,CA,FREMONT
cognizant trizetto software grp in,COGNIZANT TRIZETTO SOFTWARE GRP IN,2021;2022,29,2,CO,ENGLEWOOD
comprehensive health mgt inc dba w,COMPREHENSIVE HEALTH MGT INC DBA W,2021;2022,29,0,FL,TAMPA
confiz,CONFIZ LLC,2021;2022;2023,29,0,WA,BELLEVUE
consumers energy,CONSUMERS ENERGY COMPANY,2021;2022;2023,29,0,MI,JACKSON
cyber infotech,CYBER INFOTECH LLC,2021;2022;2023,29,2,TX,FRISCO
cybersolve it,CYBERSOLVE IT INC,2021;2022;2023,29,2,TX,CARROLLTON
daiichi sankyo,DAIICHI SANKYO INC,2021;2022;2023,29,0,NJ,BASKING RIDGE
daman,DAMAN INC,2021;2022;2023,29,1,TX,AUSTIN
davis polk and wardwell,DAVIS POLK & WARDWELL LLP,2021;2023,29,0,NY,NEW YORK
de lage landen financial svcs,DE LAGE LANDEN FINANCIAL SVCS INC,2021;2022,29,2,PA,WAYNE
deka research and development,DEKA RESEARCH & DEVELOPMENT CORP,2021;2022;2023,29,0,NH,MANCHESTER
digital masters,DIGITAL MASTERS INC,2021;2022;2023,29,27,GA,ATLANTA
digital terrain,DIGITAL TERRAIN INC,2021;2022;2023,29,0,MI,FARMINGTON
dove schools,DOVE SCHOOLS INC,2021;2022;2023,29,1,OK,OKLAHOMA CITY
e cqr,E CQR INC,2021;2022;2023,29,2,CA,SAN DIEGO
e data experts,E-DATA EXPERTS INC,2021;2022;2023,29,0,PA,MECHANICSBURG
eastern washington university,EASTERN WASHINGTON UNIVERSITY,2021;2022;2023,29,2,WA,CHENEY
epson,EPSON AMERICA INC,2021;2022;2023,29,0,CA,LOS ALAMITOS
equi tek,EQUI TEK LLC,2021;2022;2023,29,0,GA,ALPHARETTA
erie indemnity,ERIE INDEMNITY COMPANY,2021;2022;2023,29,1,PA,ERIE
excelacom,EXCELACOM INC,2021;2022;2023,29,1,VA,RESTON
finance of,FINANCE OF AMERICA HOLDINGS LLC,2021;2022;2023,29,1,PA,HORSHAM
first soft,FIRST SOFT SOLUTIONS LLC,2021;2022;2023,29,5,NJ,MONMOUTH JCT
flexera software,FLEXERA SOFTWARE LLC,2021;2022;2023,29,2,IL,ITASCA
freeport minerals,FREEPORT MINERALS CORPORATION,2021;2022;2023,29,1,AZ,PHOENIX
gallega software,GALLEGA SOFTWARE SOLUTIONS INC,2021;2022;2023,29,2,GA,ALPHARETTA
gamma,GAMMA TECHNOLOGIES LLC,2021;2022;2023,29,0,IL,WESTMONT
globant it,GLOBANT IT SERVICES CORP,2021;2022;2023,29,1,CA,SAN FRANCISCO
hsquare it,HSQUARE IT SOLUTIONS INC,2021;2022;2023,29,0,FL,JACKSONVILLE
indiana university health,INDIANA UNIVERSITY HEALTH INC,2021;2022;2023,29,0,IN,INDIANAPOLIS
innocore,INNOCORE SOLUTIONS INC,2021;2022;2023,29,2,TX,IRVING
intrinsic innovation,INTRINSIC INNOVATION LLC,2021;2022;2023,29,0,CA,MOUNTAIN VIEW
lahey clinic,LAHEY CLINIC INC,2021;2022;2023,29,0,MA,BURLINGTON
liminex inc dba goguardian,LIMINEX INC DBA GOGUARDIAN,2021;2022;2023,29,1,CA,EL SEGUNDO
llx,LLX SOLUTIONS LLC,2021;2022;2023,29,0,MA,WALTHAM
long finch,LONG FINCH TECHNOLOGIES LLC,2021;2022;2023,29,0,NJ,SOUTH AMBOY
lorvin,LORVIN TECHNOLOGIES INC,2021;2022;2023,29,0,NJ,WOODBRIDGE
mars it corp dba mars,MARS IT CORP DBA MARS SOLUTIONS,2021;2022,29,0,WI,WAUKESHA
mastech digital solns inc a mastec,MASTECH DIGITAL SOLNS INC A MASTEC,2021,29,7,PA,CORAOPOLIS
mediacom worldwide,MEDIACOM WORLDWIDE LLC,2021;2022;2023,29,1,NY,NEW YORK
medstar georgetown medical center,MEDSTAR GEORGETOWN MEDICAL CENTER,2021;2022,29,0,DC,WASHINGTON
metahorizon,METAHORIZON INC,2021;2022;2023,29,4,TX,IRVING
midland guardian,MIDLAND GUARDIAN CO,2021;2022;2023,29,0,OH,AMELIA
mpower logic,MPOWER LOGIC INC,2021;2022;2023,29,1,NJ,PISCATAWAY
national consulting,NATIONAL CONSULTING GROUP INC,2021;2022;2023,29,0,NJ,PRINCETON
nationwide childrens hospital,NATIONWIDE CHILDRENS HOSPITAL,2021;2022;2023,29,1,OH,COLUMBUS
navis,NAVIS LLC,2021;2022;2023,29,0,CA,OAKLAND
ohiohealth physician,OHIOHEALTH PHYSICIAN GROUP INC,2021;2022;2023,29,1,OH,COLUMBUS
onesource virtual,ONESOURCE VIRTUAL INC,2021;2022;2023,29,1,TX,COPPELL
otsuka america pharmaceutical,OTSUKA AMERICA PHARMACEUTICAL INC,2021;2022;2023,29,0,NJ,PRINCETON
pactera technologies na,PACTERA TECHNOLOGIES NA INC,2021;2022;2023,29,1,WA,REDMOND
palni,PALNI INC,2021;2022;2023,29,0,TX,MCKINNEY
pmg global,PMG GLOBAL CORPORATION,2021;2022;2023,29,0,VA,HERNDON
premier research,PREMIER RESEARCH INTERNATIONAL LLC,2021;2022,29,0,NC,DURHAM
presidio networked,PRESIDIO NETWORKED SOLUTIONS LLC,2021;2022;2023,29,0,NY,NEW YORK
procept biorobotics,PROCEPT BIOROBOTICS CORPORATION,2021;2022;2023,29,0,CA,REDWOOD CITY
procorp,PROCORP SYSTEMS,2021;2022;2023,29,2,TX,PLANO
puget sound energy,PUGET SOUND ENERGY INC,2021;2022;2023,29,0,WA,BELLEVUE
purpose financial,PURPOSE FINANCIAL INC,2021;2022;2023,29,0,SC,SPARTANBURG
quality consulting,QUALITY CONSULTING INC,2021;2022;2023,29,1,IA,WDM
re it,RE IT SERVICES INC,2021;2022;2023,29,2,TX,ROUND ROCK
reputation com,REPUTATION COM INC,2021;2022;2023,29,0,CA,REDWOOD CITY
research corporation of the uh,RESEARCH CORPORATION OF THE UH,2021;2023,29,0,HI,HONOLULU
resource point,RESOURCE POINT LLC,2021;2022;2023,29,1,MI,TROY
roush management,ROUSH MANAGEMENT LLC,2021;2022;2023,29,0,MI,LIVONIA
rr software,RR SOFTWARE SOLUTIONS LLC,2021;2022;2023,29,0,MD,BALTIMORE
rst,RST SOLUTIONS INC,2021;2022;2023,29,4,PA,CHALFONT
sannova analytical,SANNOVA ANALYTICAL INC,2021;2022;2023,29,0,NJ,SOMERSET
scadea software,SCADEA SOFTWARE SOLUTIONS INC,2021;2022;2023,29,2,NJ,PRINCETON
shutterstock,SHUTTERSTOCK INC,2021;2022;2023,29,0,NY,NEW YORK
sierra digital,SIERRA DIGITAL INC,2021;2022;2023,29,3,TX,HOUSTON
signature it world,SIGNATURE IT WORLD INC,2021;2022;2023,29,1,OH,DELAWARE
softvision,SOFTVISION LLC,2021,29,0,GA,ATLANTA
southern glazers wine and spirits ll,SOUTHERN GLAZERS WINE & SPIRITS LL,2021;2022,29,1,FL,HOLLYWOOD
southern illinois medical svcs,SOUTHERN ILLINOIS MEDICAL SVCS,2021;2022,29,0,IL,CARBONDALE
sprinklr,SPRINKLR INC,2021;2022;2023,29,0,NY,NEW YORK
st engineering idirect,ST ENGINEERING IDIRECT INC,2021;2022;2023,29,0,VA,HERNDON
stoneridge,STONERIDGE INC,2021;2022;2023,29,0,MI,NOVI
stormont vail healthcare,STORMONT VAIL HEALTHCARE,2021;2022;2023,29,1,KS,TOPEKA
synmeta,SYNMETA LLC,2021;2022;2023,29,27,IL,CHICAGO
temple university hospital,TEMPLE UNIVERSITY HOSPITAL INC,2021;2022;2023,29,0,PA,PHILADELPHIA
terminix,TERMINIX INTERNATIONAL COMPANY LP,2021;2022;2023,29,0,TN,MEMPHIS
terumo medical,TERUMO MEDICAL CORPORATION,2021;2022;2023,29,0,NJ,SOMERSET
transperfect translations intl,TRANSPERFECT TRANSLATIONS INTL INC,2021;2022,29,1,NY,NEW YORK
u s xpress,U S XPRESS INC,2021;2022,29,1,TN,CHATTANOOGA
uniplus consultants,UNIPLUS CONSULTANTS INC,2021;2022;2023,29,2,VA,MANASSAS
uop,UOP LLC,2021;2022,29,1,NJ,MORRIS PLAINS
vkore,VKORE SOLUTIONS LLC,2021;2022;2023,29,2,TX,AUSTIN
wuxi biologics,WUXI BIOLOGICS USA LLC,2021;2022;2023,29,0,MN,SAINT PAUL
wyndham vacation ownership,WYNDHAM VACATION OWNERSHIP INC,2021;2022;2023,29,1,FL,ORLANDO
yanka industries inc d b a masterc,YANKA INDUSTRIES INC D/B/A MASTERC,2021;2022,29,0,CA,SAN FRANCISCO
york,YORK INTERNATIONAL CORPORATION,2021;2022;2023,29,0,WI,MILWAUKEE
automated building management,AUTOMATED BUILDING MANAGEMENT SYSTEMS INC,2022;2023,29,0,NY,FLORAL PARK
brigham and women s physician organization,BRIGHAM AND WOMEN S PHYSICIAN ORGANIZATION,2022;2023,29,0,MA,SOMERVILLE
cc services inc dba country financial,CC SERVICES INC DBA COUNTRY FINANCIAL,2022;2023,29,1,IL,BLOOMINGTON
davis polk wardwell,DAVIS POLK WARDWELL LLP,2022,29,0,NY,NEW YORK
disney parks,DISNEY PARKS TECHNOLOGY SERVICES CO LLC,2022;2023,29,0,CA,BURBANK
guidehouse digital,GUIDEHOUSE DIGITAL LLC,2022;2023,29,2,VA,MC LEAN
harvard medical faculty physicians at beth israel deaconess medical center,HARVARD MEDICAL FACULTY PHYSICIANS AT BETH ISRAEL DEACONESS MEDICAL CENTER INC,2022;2023,29,0,MA,WOBURN
jobs n profiles,JOBS N PROFILES INC,2022,29,0,UT,SANDY
maritz consulting group dba ledelsea,MARITZ CONSULTING GROUP DBA LEDELSEA,2022;2023,29,0,MN,HOPKINS
mercy health st vincent medical center,MERCY HEALTH ST VINCENT MEDICAL CENTER LLC,2022;2023,29,0,OH,TOLEDO
morgan stanley investment management,MORGAN STANLEY INVESTMENT MANAGEMENT INC,2022;2023,29,0,NY,NEW YORK
svanaco inc dba americaneaglecom,SVANACO INC DBA AMERICANEAGLECOM,2022;2023,29,0,IL,DES PLAINES
client network services llc dba cnsi,CLIENT NETWORK SERVICES LLC DBA CNSI,2023,29,1,,
ibs software americas inc fka ibs software services americas,IBS SOFTWARE AMERICAS INC FKA IBS SOFTWARE SERVICES AMERICAS INC,2023,29,11,,
vt mobile aerospace engineering,VT MOBILE AEROSPACE ENGINEERING INC,2023,29,0,AL,MOBILE
2k games,2K GAMES INC,2021;2022;2023,28,2,CA,NOVATO
9thnetworks,9THNETWORKS INC,2021;2022;2023,28,0,NH,MADBURY
aa tech,AA TECH GROUP LLC,2021;2022;2023,28,0,CO,ENGLEWOOD
aarav,AARAV SOLUTIONS INC,2021;2022;2023,28,0,NJ,ISELIN
abnormal security,ABNORMAL SECURITY CORP,2021;2022;2023,28,0,CA,SAN FRANCISCO
agfirst farm credit bank,AGFIRST FARM CREDIT BANK,2021;2022;2023,28,0,SC,COLUMBIA
alamedatech,ALAMEDATECH SOLUTIONS LLC,2021;2022;2023,28,0,TX,AUSTIN
allscripts managed,ALLSCRIPTS MANAGED SERVICES LLC,2021;2022;2023,28,1,NC,RALEIGH
american tire distributors,AMERICAN TIRE DISTRIBUTORS INC,2021;2022;2023,28,0,NC,HUNTERSVILLE
anritsu,ANRITSU COMPANY,2021;2022;2023,28,0,CA,MORGAN HILL
applause app quality,APPLAUSE APP QUALITY INC,2021;2022;2023,28,1,MA,FRAMINGHAM
avaap,AVAAP USA LLC,2021;2022;2023,28,0,NJ,EDISON
avalanche,AVALANCHE TECHNOLOGIES LLC,2021;2022;2023,28,1,TX,COPPELL
avan it,AVAN IT LLC,2021;2022;2023,28,0,TX,IRVING
barracuda networks,BARRACUDA NETWORKS INC,2021;2022;2023,28,0,CA,CAMPBELL
benchling,BENCHLING INC,2021;2022;2023,28,0,CA,SAN FRANCISCO
biomet manufacturing,BIOMET MANUFACTURING CORP,2021;2022;2023,28,0,IN,WARSAW
biorasi,BIORASI LLC,2021;2022;2023,28,0,FL,MIAMI
calamp wireless networks,CALAMP WIRELESS NETWORKS CORP,2021;2022;2023,28,1,CA,IRVINE
callisonrtkl,CALLISONRTKL INC,2021;2022;2023,28,2,MD,BALTIMORE
calpine,CALPINE CORPORATION,2021;2022;2023,28,0,TX,HOUSTON
cambay consulting,CAMBAY CONSULTING LLC,2021;2022;2023,28,0,TX,KATY
capsule,CAPSULE CORPORATION,2021;2022;2023,28,0,NY,NEW YORK
caris science,CARIS SCIENCE INC,2021;2022;2023,28,0,TX,IRVING
cb and i,CB&I LLC,2021;2022;2023,28,1,TX,HOUSTON
cc svcs inc dba country financial,CC SVCS INC DBA COUNTRY FINANCIAL,2021;2022,28,1,IL,BLOOMINGTON
cerebra consulting,CEREBRA CONSULTING INC,2021;2022;2023,28,2,PA,MALVERN
cgg services u s,CGG SERVICES U S INC,2021;2022;2023,28,1,TX,HOUSTON
chapman university,CHAPMAN UNIVERSITY,2021;2022;2023,28,0,CA,ORANGE
cleveland independent school distr,CLEVELAND INDEPENDENT SCHOOL DISTR,2021;2022,28,0,TX,CLEVELAND
cls,CLS US SERVICES INC,2021;2022;2023,28,0,NY,NEW YORK
collabrium,COLLABRIUM SYSTEMS LLC,2021;2022;2023,28,0,PA,HARRISBURG
data sys it,DATA SYS IT INC,2021;2022;2023,28,1,TX,GRAPEVINE
dextro software,DEXTRO SOFTWARE SYSTEMS INC,2021;2022,28,1,NJ,PRINCETON JCT
digital global,DIGITAL GLOBAL SOLUTIONS INC,2021;2022,28,0,NJ,PRINCETON
digitek software,DIGITEK SOFTWARE INC,2021;2022;2023,28,0,OH,LEWIS CENTER
dixon hughes goodman,DIXON HUGHES GOODMAN LLP,2021;2022,28,2,NC,CHARLOTTE
egnyte,EGNYTE INC,2021;2022;2023,28,0,CA,MOUNTAIN VIEW
enovix,ENOVIX CORP,2021;2022;2023,28,0,CA,FREMONT
ernst and young llp ey guam,ERNST & YOUNG LLP EY GUAM,2021;2022;2023,28,0,GU,BARRIGADA
evantage,EVANTAGE SOLUTIONS INC,2021;2022;2023,28,1,NJ,PRINCETON
fitbit,FITBIT INC,2021,28,6,CA,SAN FRANCISCO
florida gulf coast university,FLORIDA GULF COAST UNIVERSITY,2021;2022,28,0,FL,FORT MYERS
forsys,FORSYS INC,2021;2022;2023,28,5,CA,MILPITAS
fourth,FOURTH TECHNOLOGIES INC,2021;2022;2023,28,0,NJ,CHERRY HILL
gerent,GERENT LLC,2021;2022;2023,28,1,VA,HERNDON
gibson dunn and crutcher,GIBSON DUNN & CRUTCHER LLP,2021;2022;2023,28,0,CA,LOS ANGELES
global,GLOBAL SOLUTIONS GROUP INC,2021;2022;2023,28,2,MI,OAK PARK
globe 2,GLOBE 2 TECHNOLOGIES INC,2021;2022;2023,28,0,NJ,MORGANVILLE
grp,GRP SOLUTIONS INC,2021;2022;2023,28,0,VA,ASHBURN
hamilton sundstrand corp dba colli,HAMILTON SUNDSTRAND CORP DBA COLLI,2021;2022,28,1,CT,WINDSOR LOCKS
handel architects,HANDEL ARCHITECTS LLP,2021;2022;2023,28,0,NY,NEW YORK
horizon soft,HORIZON SOFT SOLUTIONS INC,2021;2022,28,3,TX,SPRING
hsbc securities,HSBC SECURITIES USA INC,2021;2022;2023,28,1,NY,BUFFALO
hyland software,HYLAND SOFTWARE INC,2021;2022;2023,28,0,OH,WESTLAKE
ibrain,IBRAIN TECHNOLOGIES INC,2021;2022;2023,28,0,MO,CHESTERFIELD
ida it,IDA IT INC,2021;2022;2023,28,1,IL,DOWNERS GROVE
ingrain,INGRAIN SYSTEMS INC,2021;2022;2023,28,0,CA,FREMONT
inmar,INMAR INC,2021;2022;2023,28,0,NC,WINSTON SALEM
integris health,INTEGRIS HEALTH INC,2021;2022,28,0,OK,OKLAHOMA CITY
intent design,INTENT DESIGN LTD,2021;2022;2023,28,1,MI,FARMINGTON HILLS
iowa physicians clinic medical fou,IOWA PHYSICIANS CLINIC MEDICAL FOU,2021,28,0,IA,WEST DES MOINES
irhythm,IRHYTHM TECHNOLOGIES INC,2021;2022;2023,28,0,CA,SAN FRANCISCO
it ideology,IT IDEOLOGY LLC,2021;2022;2023,28,0,NJ,CRANBURY
jacobs project management,JACOBS PROJECT MANAGEMENT COMPANY,2021;2022;2023,28,1,TX,HOUSTON
james hardie building products,JAMES HARDIE BUILDING PRODUCTS,2021;2022;2023,28,0,CA,MISSION VIEJO
jefferson science associates,JEFFERSON SCIENCE ASSOCIATES LLC,2021;2022;2023,28,0,VA,NEWPORT NEWS
knack,KNACK SYSTEMS LLC,2021;2022;2023,28,0,NJ,WOODBRIDGE
kroll bond rating agency,KROLL BOND RATING AGENCY LLC,2021;2022;2023,28,0,NY,NEW YORK
kuehne nagel,KUEHNE NAGEL INC,2021;2022;2023,28,0,NJ,JERSEY CITY
leo projects,LEO PROJECTS CORPORATION,2021;2022;2023,28,7,IL,BLOOMINGTON
libsys,LIBSYS INC,2021;2022;2023,28,0,IL,NAPERVILLE
lucid software,LUCID SOFTWARE INC,2021;2022;2023,28,0,UT,SOUTH JORDAN
macys com,MACYS COM LLC,2021;2022;2023,28,1,GA,DULUTH
maharishi international university,MAHARISHI INTERNATIONAL UNIVERSITY,2021;2022;2023,28,1,IA,FAIRFIELD
mavensoft,MAVENSOFT TECHNOLOGIES LLC,2021;2022;2023,28,2,OR,BEAVERTON
mejenta,MEJENTA SYSTEMS INC,2021;2022;2023,28,1,MI,SOUTHFIELD
meritor electric vehicles,MERITOR ELECTRIC VEHICLES LLC,2021;2022;2023,28,0,MI,TROY
mirage software inc dba bourntec,MIRAGE SOFTWARE INC DBA BOURNTEC,2021;2022;2023,28,0,IL,SCHAUMBURG
mobilecomm professionals,MOBILECOMM PROFESSIONALS INC,2021;2022;2023,28,0,TX,RICHARDSON
mobilenet,MOBILENET SERVICES INC,2021;2022;2023,28,1,CA,IRVINE
molina,MOLINA TECHNOLOGIES LLC,2021;2022;2023,28,3,VA,SPRINGFIELD
moxie,MOXIE SYSTEMS INC,2021;2022;2023,28,2,PA,EXTON
msit,MSIT SYSTEMS INC,2021;2022;2023,28,3,TX,RICHARDSON
munich re,MUNICH RE AMERICA SERVICES INC,2021;2022;2023,28,0,NJ,PRINCETON
narvee tech,NARVEE TECH INC,2021;2022;2023,28,3,TX,DALLAS
nexcruit it,NEXCRUIT IT SERVICES LLC,2021;2022;2023,28,10,TX,IRVING
novo nordisk,NOVO NORDISK INC,2021;2022;2023,28,2,NJ,PLAINSBORO
ocher,OCHER TECHNOLOGY GROUP,2021;2022;2023,28,2,GA,ALPHARETTA
optiv security,OPTIV SECURITY INC,2021;2022;2023,28,1,KS,LEAWOOD
patreon,PATREON INC,2021;2022;2023,28,0,CA,SAN FRANCISCO
pella,PELLA CORPORATION,2021;2022;2023,28,0,IA,PELLA
perk,PERK SYSTEMS INC,2021;2022;2023,28,0,TX,IRVING
personalis,PERSONALIS INC,2021;2022;2023,28,0,CA,MENLO PARK
phdata,PHDATA INC,2021;2022;2023,28,0,MN,MINNEAPOLIS
popout inc dba shippo,POPOUT INC DBA SHIPPO,2021;2022;2023,28,0,CA,SAN FRANCISCO
portland state university,PORTLAND STATE UNIVERSITY,2021;2022;2023,28,0,OR,PORTLAND
precision medicine,PRECISION MEDICINE GROUP LLC,2021;2022,28,0,MD,BETHESDA
quotient,QUOTIENT TECHNOLOGY INC,2021;2022;2023,28,1,CA,MOUNTAIN VIEW
resmed,RESMED CORP,2021;2022,28,1,CA,SAN DIEGO
revance therapeutics,REVANCE THERAPEUTICS INC,2021;2022;2023,28,0,CA,NEWARK
ridecell,RIDECELL INC,2021;2022;2023,28,1,CA,SAN FRANCISCO
robotic process automation,ROBOTIC PROCESS AUTOMATION LLC,2021;2022;2023,28,1,VT,RUTLAND
rokt,ROKT CORP,2021;2022;2023,28,0,NY,NEW YORK
s and r professionals,S & R PROFESSIONALS LP,2021;2022;2023,28,0,TX,HOUSTON
s9,S9 TECHNOLOGIES INC,2021;2022;2023,28,0,GA,ALPHARETTA
saiven,SAIVEN TECHNOLOGIES INC,2021;2022;2023,28,3,MD,CATONSVILLE
sanguine software,SANGUINE SOFTWARE SOLUTIONS INC,2021;2022;2023,28,0,NJ,ROCHELLE PARK
sapphirus,SAPPHIRUS SYSTEMS LLC,2021;2022;2023,28,2,GA,ATLANTA
schrodinger,SCHRODINGER INC,2021;2022,28,0,NY,NEW YORK
sezzle,SEZZLE INC,2021;2022;2023,28,2,MN,MINNEAPOLIS
shearman sterling,SHEARMAN STERLING LLP,2021;2022;2023,28,0,NY,NEW YORK
sitime,SITIME CORPORATION,2021;2022,28,2,CA,SANTA CLARA
southwest gas,SOUTHWEST GAS CORP,2021;2022;2023,28,0,NV,LAS VEGAS
spica computers,SPICA COMPUTERS LLC,2021;2022;2023,28,0,NJ,JERSEY CITY
spl consulting,SPL CONSULTING INC,2021;2022;2023,28,4,TX,DALLAS
spry info,SPRY INFO SOLUTIONS INC,2021;2022;2023,28,0,GA,ALPHARETTA
srnl,SRNL INTERNATIONAL INC,2021;2022;2023,28,4,NJ,FORT LEE
stantec architecture,STANTEC ARCHITECTURE INC,2021;2022;2023,28,2,IL,CHICAGO
stowers institute,STOWERS INSTITUTE,2021;2022,28,0,MO,KANSAS CITY
suntec business solutions pvt,SUNTEC BUSINESS SOLUTIONS PVT LTD,2021;2022;2023,28,0,PA,CANONSBURG
susash consulting,SUSASH CONSULTING SERVICES LLC,2021;2022;2023,28,1,NJ,NORTH BRUNSWICK
